"ASSESSID","LME_NAME","SCIENTIFICNAME","COMMON","AREA","LME_NUMBER","LME_COUNT","BIOMASS_TS_LENGTH","LANDINGS_TS_LENGTH","B_msy","C_msy","if_collapse_cmsy","nyr_collapse_cmsy","if_collapse_bmsy","nyr_collapse_bmsy"
"SWFSC-STFLOUNNPCOAST-1970-2005-STANTON","California Current","Platichthys stellatus","Starry flounder","Northern Pacific Coast",3,1,36,35,7718.91,628.155083041596,0,0,0,0
"SWFSC-STFLOUNSPCOAST-1970-2005-STANTON","California Current","Platichthys stellatus","Starry flounder","Southern Pacific Coast",3,1,36,35,3129.59,331.127603490037,0,0,0,0
"TAFI-TASGIANTCRABTAS-1990-2007-JENSEN","Southeast Australian Shelf","Pseudocarcinus gigas","Tasmanian giant crab","Tasmania",42,1,18,18,NA,97.9030939072126,0,0,0,0
"VNIRO-WPOLLWBS-1994-2004-JENSEN","West Bering Sea","Theragra chalcogramma","Walleye pollock","Western Bering Sea",53,1,11,11,NA,499286.043378345,0,0,0,0
"WGBFAS-CODBA2224-1969-2007-JENNINGS","Baltic Sea","Gadus morhua","Atlantic cod","Western Baltic",23,1,37,37,135573,38409.8159256325,0,0,0,0
"WGBFAS-CODBA2532-1964-2007-JENNINGS","Baltic Sea","Gadus morhua","Atlantic cod","Eastern Baltic",23,1,41,42,1263170,183715.820162301,0,0,1,14
"WGBFAS-CODKAT-1970-2006-MINTO","North Sea","Gadus morhua","Atlantic cod","Kattegat and Skagerrak",22,1,36,36,42492.8,12464.6845680003,0,0,1,7
"WGBFAS-HERR2532-1973-2006-JENNINGS","Baltic Sea","Clupea harengus","Herring","Eastern Baltic",23,1,33,33,1909120,244929.871779943,0,0,0,0
"WGBFAS-HERR30-1972-2007-JENNINGS","Baltic Sea","Clupea harengus","Herring","Bothnian Sea",23,1,34,34,358191,56937.7163026741,0,0,0,0
"WGBFAS-HERR31-1979-2006-JENNINGS","Baltic Sea","Clupea harengus","Herring","Bothnian Bay",23,1,27,27,58098.2,6741.78774671137,0,0,0,0
"WGBFAS-HERRIsum-1983-2007-JENNINGS","Iceland Shelf","Clupea harengus","Herring","Iceland Grounds",59,1,22,21,1371450,108761.565156185,0,0,0,0
"WGBFAS-HERRRIGA-1976-2007-JENNINGS","Baltic Sea","Clupea harengus","Herring","Gulf of Riga East of Gotland",23,1,30,30,117463,33994.0554092034,0,0,0,0
"WGBFAS-SOLEIIIa-1982-2007-JENNINGS","North Sea","Solea vulgaris","common European sole","Kattegat and Skagerrak",22,1,23,23,3800.76,865.91594235959,0,0,0,0
"WGBFAS-SPRAT22-32-1973-2007-JENNINGS","Baltic Sea","Sprattus sprattus","Sprat","Baltic Areas 22-32",23,1,33,33,1610160,369164.745151633,0,0,0,0
"WGHMM-FMEG8c9a-1986-2006-JENNINGS","Iberian Coastal","Lepidorhombus boscii","Fourspotted megrim","VIIIc-IXa",25,1,21,21,2.31e+15,1278.56217515658,0,0,1,21
"WGHMM-HAKENRTN-1977-2007-JENNINGS","Celtic-Biscay Shelf","Merluccius merluccius","Hake","IIIa-IV-VI-VII-VIIIabd",24,2,28,28,232284,55367.9786539025,0,0,0,0
"WGHMM-HAKESOTH-1982-2007-JENNINGS","Iberian Coastal","Merluccius merluccius","Hake","VIIIc-IXa",25,1,0,26,NA,12644.0052812583,0,0,0,0
"WGHMM-MEG8c9a-1985-2007-JENNINGS","Iberian Coastal","Lepidorhombus whiffiagonis","Megrim","VIIIc-IXa",25,1,21,21,5154.81,464.922829783948,0,0,0,0
"WGHMM-SOLEVIII-1982-2006-JENNINGS","Celtic-Biscay Shelf","Solea vulgaris","common European sole","Bay of Biscay",24,2,23,23,25225.1,5746.5692904667,0,0,0,0
"WGMHSA-ANCHOBAYB-1986-2007-JENNINGS","Celtic-Biscay Shelf","Engraulis encrasicolus","Anchovy","Bay of Biscay",24,2,0,20,NA,26616.9117167148,0,0,0,0
"WGMHSA-MACKNEICES-1972-2007-JENNINGS","Celtic-Biscay Shelf","Scomber scombrus","Mackerel","IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa",24,3,35,35,2986850,687813.632433084,0,0,0,0
"WGMHSA-SARDPVIIIc-IXa-1978-2007-JENNINGS","Iberian Coastal","Sardina pilchardus","European pilchard","VIIIc-IXa",25,1,0,29,NA,155298.734159392,0,0,0,0
"WGNPBW-BWHITNEA-1980-2007-JENNINGS","Celtic-Biscay Shelf","Micromesistius poutassou","Blue whiting","Northeast Atlantic",24,5,27,26,10523200,1761408.60792082,0,0,0,0
"WGNSDS-CODIS-1968-2006-MINTO","Celtic-Biscay Shelf","Gadus morhua","Atlantic cod","Irish Sea",24,1,39,39,51611.1,8798.04102837837,0,0,1,9
"WGNSDS-CODVIa-1977-2006-MINTO","Celtic-Biscay Shelf","Gadus morhua","Atlantic cod","West of Scotland",24,1,29,29,66571.6,16005.1747526549,0,0,1,6
"WGNSDS-HADIS-1972-2006-MINTO","Celtic-Biscay Shelf","Melanogrammus aeglefinus","Haddock","Irish Sea",24,1,15,34,NA,1732.91651229993,1,15,0,0
"WGNSDS-HADVIa-1977-2006-MINTO","Celtic-Biscay Shelf","Melanogrammus aeglefinus","Haddock","West of Scotland",24,1,29,29,78659.9,23714.7194585565,0,0,0,0
"WGNSDS-PLAICIS-1962-2006-MINTO","Celtic-Biscay Shelf","Pleuronectes platessa","European Plaice","Irish Sea",24,1,43,43,12397.2,3393.38170633416,0,0,0,0
"WGNSDS-SOLEIS-1968-2006-MINTO","Celtic-Biscay Shelf","Solea vulgaris","common European sole","Irish Sea",24,1,37,37,5913.34,1387.25996372437,0,0,0,0
"WGNSDS-WHITVIa-1984-2007-MINTO","Celtic-Biscay Shelf","Merlangius merlangus","Whiting","West of Scotland",24,1,23,0,NA,NA,0,0,0,0
"WGNSSK-CODNS-1962-2007-MINTO","North Sea","Gadus morhua","Atlantic cod","North Sea",22,1,44,44,836284,260478.528616446,0,0,1,4
"WGNSSK-HADNS-IIIa-1963-2006-MINTO","North Sea","Melanogrammus aeglefinus","Haddock","IIIa and North Sea",22,1,44,44,1667420,287250.642160766,0,0,0,0
"WGNSSK-HADROCK-1990-2007-JENNINGS","Celtic-Biscay Shelf","Melanogrammus aeglefinus","Haddock","Rockall Bank",24,1,16,16,NA,4788.99824449742,0,0,0,0
"WGNSSK-NPOUTNS-1983-2007-MINTO","North Sea","Trisopterus esmarkii","Norway pout","North Sea",22,1,24,24,659068,181479.008805439,0,0,0,0
"WGNSSK-PLAIC7d-1979-2006-MINTO","Celtic-Biscay Shelf","Pleuronectes platessa","European Plaice","Eastern English Channel",24,1,0,27,NA,5678.06629208477,0,0,0,0
"WGNSSK-PLAICIIIa-1976-2006-MINTO","North Sea","Pleuronectes platessa","European Plaice","Kattegat and Skagerrak",22,1,0,29,NA,12122.6652886727,0,0,0,0
"WGNSSK-PLAICNS-1956-2006-MINTO","North Sea","Pleuronectes platessa","European Plaice","North Sea",22,1,0,50,NA,115437.700578347,0,0,0,0
"WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO","North Sea","Pollachius virens","Pollock","IIIa, VI and North Sea",22,2,40,40,1036930,160298.879070993,0,0,0,0
"WGNSSK-SEELNS-1983-2007-MINTO","North Sea","Ammodytes marinus","Sand lance","North Sea",22,1,25,25,1904420,669483.80618693,0,0,0,0
"WGNSSK-SOLENS-1956-2006-MINTO","North Sea","Solea vulgaris","common European sole","North Sea",22,1,0,50,NA,21562.8467175412,0,0,0,0
"WGNSSK-SOLEVIId-1981-2006-MINTO","Celtic-Biscay Shelf","Solea vulgaris","common European sole","Eastern English Channel",24,1,25,25,15948.5,4560.89898572634,0,0,0,0
"WGNSSK-WHITNS-VIId-IIIa-1979-2006-MINTO","North Sea","Merlangius merlangus","Whiting","IIIa, VIId and North Sea",22,2,27,27,457963,117862.161483358,0,0,0,0
"WGSSDS-HADVIIb-k-1993-2006-JENNINGS","Celtic-Biscay Shelf","Melanogrammus aeglefinus","Haddock","ICES VIIb-k",24,1,14,14,NA,5717.50039757842,0,0,0,0
"WGSSDS-PLAICCELT-1976-2006-JENNINGS","Celtic-Biscay Shelf","Pleuronectes platessa","European Plaice","Celtic Sea",24,1,30,30,3940.92,1200.99527838359,0,0,0,0
"WGSSDS-PLAICECHW-1975-2006-JENNINGS","Celtic-Biscay Shelf","Pleuronectes platessa","European Plaice","Western English Channel",24,1,31,31,7041.32,1377.49436525026,0,0,0,0
"WGSSDS-SOLECS-1970-2006-JENNINGS","Celtic-Biscay Shelf","Solea vulgaris","common European sole","Celtic Sea",24,1,36,36,4435.45,1235.66960424359,0,0,0,0
"WGSSDS-SOLEVIIe-1968-2006-JENNINGS","Celtic-Biscay Shelf","Solea vulgaris","common European sole","Western English Channel",24,1,38,38,6929.88,1122.93484694162,0,0,0,0
"WGSSDS-WHITVIIek-1982-2007-JENNINGS","Celtic-Biscay Shelf","Merlangius merlangus","Whiting","Celtic Sea",24,1,25,25,60728.9,13487.7248861655,0,0,0,0
