"ASSESSID","COMMON","Scientific_name","MGMT","AREA","LME_NAME","LME_NUMBER","NUM_LMEs","BRP_BMSY","BRP_SSBMSY","metric_TOTAL","metric_SSB","firstYR_TOTAL","firstYR_SSB","mean_ut","median_ut","q90_ut","mean_umsy","median_umsy","q90umsy"
"DFO-PAC-HERRWCVANI-1951-2007-COLLIE","Pacific herring","Clupea harengus","DFO","West Coast of Vancouver Island","Gulf of Alaska",2,1,NA,NA,"MT","MT",1951,1951,0.225271689724242,0.165025350461731,0.595356438921476,NA,NA,NA
"DFO-PAC-PCODHS-1956-2005-COLLIE","Pacific cod","Gadus macrocephalus","DFO","Hecate Strait","Gulf of Alaska",2,1,8861,NA,"MT","no value",1956,NA,0.145497938513687,0.134458872710382,0.220441961178458,NA,NA,NA
"DFO-PAC-PCODWCVANI-1956-2002-COLLIE","Pacific cod","Gadus macrocephalus","DFO","West Coast of Vancouver Island","Gulf of Alaska",2,1,6731,NA,"MT","no value",1956,NA,0.157604550683769,0.134940964124176,0.259465826775508,NA,NA,NA
"DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","Rock sole","Solea vulgaris","DFO","Hecate Strait","Gulf of Alaska",2,1,NA,NA,"MT","MT",1945,1945,0.262518351805469,0.251562075522956,0.483323948653501,NA,NA,NA
"DFO-PAC-SABLEFPCAN-1913-2004-STANTON","Sablefish","Anoplopoma fimbria","DFO","Pacific Coast of Canada","Gulf of Alaska",2,1,NA,56381,"no value","MT",NA,1980,NA,NA,NA,NA,NA,NA
"DFO-POLL4X5YZ-1980-2006-PREFONTAINE","Pollock","Pollachius virens","DFO","Western Scotian Shelf, Bay of Fundy, Gulf of Maine and Georges Bank","Northeast U.S. Continental Shelf",7,2,NA,NA,"MT","MT",1982,1982,0.341619984210689,0.320442425439463,0.460804541646822,NA,NA,NA
"DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","Atlantic cod","Gadus morhua","DFO","Northern Gulf of St. Lawrence","Newfoundland-Labrador Shelf",9,1,NA,NA,"MT","MT",1974,1974,0.161301555937214,0.170665299977578,0.221459442860952,NA,NA,NA
"DFO-QUE-HERR4RFA-1971-2003-PREFONTAINE","Herring","Clupea harengus","DFO","NAFO division 4R","Newfoundland-Labrador Shelf",9,1,NA,NA,"no value","MT",NA,1973,NA,NA,NA,NA,NA,NA
"DFO-QUE-HERR4RSP-1963-2004-PREFONTAINE","Herring","Clupea harengus","DFO","NAFO division 4R","Newfoundland-Labrador Shelf",9,1,NA,NA,"MT","MT",1965,1965,0.000117831583711762,0.000120386219019004,0.000209222199109268,NA,NA,NA
"DFO-SG-COD4TVn-1965-2009-RICARD","Atlantic cod","Gadus morhua","DFO","Southern Gulf of St. Lawrence","Scotian Shelf",8,1,NA,NA,"MT","MT",1971,1971,0.140443555603571,0.128337790499761,0.331583227223743,NA,NA,NA
"DFO-SG-HERR4TFA-1974-2007-PREFONTAINE","Herring","Clupea harengus","DFO","Southern Gulf of St. Lawrence","Scotian Shelf",8,1,NA,NA,"MT","MT",1978,1978,0.000389495056725063,0.000300961405838717,0.000625170904180464,NA,NA,NA
"DFO-SG-HERR4TSP-1974-2007-PREFONTAINE","Herring","Clupea harengus","DFO","Southern Gulf of St. Lawrence","Scotian Shelf",8,1,NA,NA,"MT","MT",1978,1978,0.000581508839155911,0.000463802215677321,0.00140141600798771,NA,NA,NA
"HAWG-HERR2224IIIa-1991-2006-MINTO","Herring","Clupea harengus","ICES","22-24-IIIa","North Sea",22,2,NA,NA,"MT","MT",1991,1991,0.377591005166969,0.365704698542182,0.472636609275162,NA,NA,NA
"HAWG-HERRNIRS-1960-2006-JENNINGS","Herring","Clupea harengus","ICES","Irish Sea","Celtic-Biscay Shelf",24,1,NA,NA,"MT","MT",1961,1961,0.228025650151419,0.216512788950047,0.364211324368541,NA,NA,NA
"HAWG-HERRNS-1960-2007-MINTO","Herring","Clupea harengus","ICES","North Sea","North Sea",22,1,NA,NA,"MT","MT",1960,1960,0.217562614369087,0.201062353958062,0.307121227714713,NA,NA,NA
"HAWG-HERRVIa-1957-2006-MINTO","Herring","Clupea harengus","ICES","West of Scotland","Celtic-Biscay Shelf",24,1,NA,NA,"MT","MT",1958,1958,0.147003004465199,0.13108103140909,0.252621728982974,NA,NA,NA
"HAWG-HERRVIaVIIbc-1969-2000-MINTO","Herring","Clupea harengus","ICES","VIa, VIIb and VIIc","Celtic-Biscay Shelf",24,1,NA,NA,"MT","MT",1970,1970,0.128278990046567,0.125888641705963,0.189117591097364,NA,NA,NA
"HAWG-SPRATNS-1995-2007-MINTO","Sprat","Sprattus sprattus","ICES","North Sea","North Sea",22,1,NA,NA,"relative","no value",1996,NA,NA,NA,NA,NA,NA,NA
"IATTC-BIGEYEEPAC-1975-2007-JENSEN","Bigeye tuna","Thunnus obesus","IATTC","Eastern Pacific","Pacific High Seas",-99,1,313767,NA,"MT","relative",1975,1975,NA,NA,NA,NA,NA,NA
"IATTC-YFINEPAC-1975-2007-JENSEN","Yellowfin tuna","Thunnus albacares","IATTC","Northeast Pacific","Pacific High Seas",-99,NA,417813,NA,"MT","relative",1975,1975,NA,NA,NA,NA,NA,NA
"ICCAT-ALBANATL-1929-2005-WORM","Albacore tuna","Thunnus alalunga","ICCAT","Northern Atlantic","Atlantic High Seas",-98,1,167000,NA,"MT","MT",1945,1945,0.255386471011613,0.252396357660019,0.369637977867203,NA,NA,NA
"ICCAT-ATBTUNAEATL-1969-2007-WORM","Atlantic bluefin tuna","Thunnus thynnus","ICCAT","Eastern Atlantic","Atlantic High Seas",-98,2,495914.5,NA,"MT","MT",1970,1970,0.141478120633494,0.156195448927309,0.202107689525659,NA,NA,NA
"ICCAT-ATBTUNAWATL-1969-2007-WORM","Atlantic bluefin tuna","Thunnus thynnus","ICCAT","Western Atlantic","Atlantic High Seas",-98,1,15148,15148,"no value","MT",NA,1970,NA,NA,NA,NA,NA,NA
"ICCAT-BIGEYEATL-1950-2005-JENSEN","Bigeye tuna","Thunnus obesus","ICCAT","Atlantic","Atlantic High Seas",-98,1,451800,NA,"MT","MT",1950,1975,0.0968345960628413,0.0768338330183845,0.237220806117083,NA,NA,NA
"ICCAT-SKJEATL-1950-2006-JENSEN","Skipjack tuna","Katsuwonus pelamis","ICCAT","Eastern Atlantic","Atlantic High Seas",-98,1,384159,NA,"MT","no value",1950,NA,0.111686876695299,0.130743789245949,0.20824273719287,NA,NA,NA
"ICCAT-SKJWATL-1952-2006-JENSEN","Skipjack tuna","Katsuwonus pelamis","ICCAT","Western Atlantic","Atlantic High Seas",-98,1,100052,NA,"MT","no value",1952,NA,0.0910862362957857,0.0378591372089416,0.192340719838045,NA,NA,NA
"ICCAT-SWORDMED-1968-2006-JENSEN","Swordfish","Xiphias gladius","ICCAT","Mediterranean Sea","Mediterranean Sea",26,NA,117300,NA,"MT","no value",1968,NA,0.0736203001069951,0.0912387387387387,0.123505573770492,0.711307247410581,0.881533707620664,1.19329056783084
"ICCAT-SWORDNATL-1978-2007-JENSEN","Swordfish","Xiphias gladius","ICCAT","Northern Atlantic","Atlantic High Seas",-98,NA,47399,NA,"MT","MT",1978,1978,0.366272084919849,0.378992883524007,0.432952706003312,NA,NA,NA
"ICCAT-SWORDSATL-1970-2005-JENSEN","Swordfish","Xiphias gladius","ICCAT","South Atlantic","Atlantic High Seas",-98,NA,46690,NA,"MT","no value",1970,NA,0.126183835379008,0.107060260001436,0.242279217061924,NA,NA,NA
"ICCAT-YFINATL-1970-2006-JENSEN","Yellowfin tuna","Thunnus albacares","ICCAT","Atlantic","Atlantic High Seas",-98,NA,NA,173191.0079,"MT","MT",1970,1970,0.274878682611848,0.292561428571429,0.352156395203381,NA,NA,NA
"IMARM-SFMAKONWPAC-1990-2003-FAUCONNET","Shortfin mako","Isurus oxyrinchus","UNKNOWN","Nothwest Pacific Ocean","Pacific High Seas",-99,3,NA,NA,"no value","no value",NA,NA,NA,NA,NA,NA,NA,NA
"IMARPE-PANCHPERUNC-1963-2004-RICARD","Peruvian anchoveta","Engraulis ringens","IMARPE","North-Central Peruvian coast","Humboldt Current",13,1,NA,NA,"no value","MT",NA,1963,NA,NA,NA,NA,NA,NA
"INIDEP-ARGANCHONARG-1989-2007-Parma","Argentine anchoita","Engraulis anchoita","CFP","Northern Argentina","Patagonian Shelf",14,1,1047948.41,748152,"MT","MT",1990,1990,0.0129320288581247,0.0104762592413326,0.0226439208647439,NA,NA,NA
"INIDEP-ARGANCHOSARG-1992-2007-Parma","Argentine anchoita","Engraulis anchoita","CFP","Southern Argentina","Patagonian Shelf",14,1,733418.85,298839,"MT","MT",1993,1993,0.00254762744074708,0.00195683215113392,0.00547832161218395,NA,NA,NA
"INIDEP-ARGHAKENARG-1985-2007-Parma","Argentine hake","Merluccius hubbsi","CFP","Northern Argentina","Patagonian Shelf",14,1,602198,429200,"MT","MT",1986,1986,0.571049121583475,0.56739081593056,0.7893975579975,2.02981950585958,2.01681589567611,2.80594873635055
"INIDEP-ARGHAKESARG-1985-2008-Parma","Argentine hake","Merluccius hubbsi","CFP","Southern Argentina","Patagonian Shelf",14,1,1001788.06,701328.02,"MT","MT",1986,1986,0.539096510737221,0.58914971328661,0.685891390189773,1.94493293432867,2.12551307196266,2.4745342022865
"INIDEP-PATGRENADIERSARG-1983-2006-Parma","Patagonian grenadier","Macruronus magellanicus","CFP","Southern Argentina","Patagonian Shelf",14,1,642031,372542,"MT","MT",1985,1985,0.0706762402487507,0.0752223208945429,0.106992188442744,0.343421964279644,0.365511763335971,0.519884297583792
"INIDEP-SBWHITARGS-1985-2007-Parma","Southern blue whiting","Micromesistius australis","CFP","Southern Argentina","Patagonian Shelf",14,1,NA,NA,"MT","MT",1987,1987,0.0930065066690477,0.0944548923043619,0.103857579847913,NA,NA,NA
"IOTC-BIGEYEIO-1957-2006-JENSEN","Bigeye tuna","Thunnus obesus","IOTC","Indian Ocean","Indian High Seas",-97,1,NA,350000,"no value","MT",NA,1960,NA,NA,NA,NA,NA,NA
"IPHC-PHALNPAC-1988-2009-Parma","Pacific halibut","Hippoglossus stenolepis","IPHC","North Pacific","Gulf of Alaska",2,2,NA,NA,"MT","MT",1996,1996,0.200292803374888,0.203344920396795,0.253531730217962,NA,NA,NA
"MARAM-ANCHOSA-1984-2006-deMoor","Anchovy","Engraulis encrasicolus","DETMCM","South Africa","Benguela Current",29,2,NA,NA,"MT","MT",1984,1984,0.181381257784912,0.123910273062489,0.366454476269639,NA,NA,NA
"MARAM-CHAKESA-1917-2008-DEDECKER","Shallow-water cape hake","Merluccius merluccius","DETMCM","South Africa","Benguela Current",29,2,NA,218000,"MT","MT",1945,1945,0.0753126665313287,0.0673505547733991,0.115215633955204,NA,NA,NA
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","South African west coast rock lobster","Jasus lalandii","DETMCM","South Africa Areas 1-2","Benguela Current",29,1,NA,NA,"MT","MT",1945,1945,0.0395317407844513,0.0337623971301962,0.0639993132468068,NA,NA,NA
"MARAM-CRLOBSTERSA34-1910-2008-Johnston","South African west coast rock lobster","Jasus lalandii","DETMCM","South Africa Areas 3-4","Benguela Current",29,1,NA,NA,"MT","MT",1945,1945,0.0748505025209886,0.0764392482609073,0.127568272391428,NA,NA,NA
"MARAM-CRLOBSTERSA56-1910-2008-Johnston","South African west coast rock lobster","Jasus lalandii","DETMCM","South Africa Areas 5-6","Benguela Current",29,1,NA,NA,"MT","MT",1945,1945,0.0806588540107216,0.0659033729284197,0.144613921051966,NA,NA,NA
"MARAM-CRLOBSTERSA7-1910-2008-Johnston","South African west coast rock lobster","Jasus lalandii","DETMCM","South Africa Area 7","Benguela Current",29,1,NA,NA,"MT","MT",1945,1945,0.0810414821860707,0.0756305692616669,0.138858363622639,NA,NA,NA
"MARAM-CRLOBSTERSA8-1910-2008-Johnston","South African west coast rock lobster","Jasus lalandii","DETMCM","South Africa Area 8","Benguela Current",29,1,NA,NA,"MT","MT",1945,1945,0.110970285524716,0.104081414118973,0.176257488731561,NA,NA,NA
"MARAM-CTRACSA-1950-2007-Johnston","Cape horse mackerel","Trachurus trachurus","DETMCM","South Africa South coast","Agulhas Current",30,1,NA,NA,"MT","MT",1950,1950,0.0701950763125442,0.0627507480932255,0.119245935364538,NA,NA,NA
"MARAM-DEEPCHAKESA-1917-2008-DEDECKER","Deep-water cape hake","Merluccius paradoxus","DETMCM","South Africa","Benguela Current",29,2,NA,321000,"MT","MT",1945,1945,0.314003605087663,0.359277489491857,0.566568909095132,NA,NA,NA
"MARAM-KINGKLIPSA-1932-2008-DEDECKER","Kingklip","Genypterus capensis","DETMCM","South Africa","Benguela Current",29,2,NA,66828,"MT","MT",1945,1945,0.033848712969272,0.0295338259781897,0.0599898968233933,NA,NA,NA
"MARAM-PTOOTHFISHPEI-1960-2008-DEDECKER","Patagonian toothfish","Dissostichus eleginoides","DETMCM","South Africa Subantarctic Prince Edward Islands","Subantarctic High Seas",-96,1,NA,5678,"MT","MT",1960,1960,0.0301691062299434,0,0.0889491791819357,NA,NA,NA
"MARAM-SAABALONESA-1951-2008-PLAGANYI","South African abalone","Haliotis midae","DETMCM","South Africa","Benguela Current",29,1,NA,NA,"MT","MT",1951,1951,0.0377637456608534,0.0349144605403957,0.0654575470665556,NA,NA,NA
"MARAM-SARDSA-1984-2006-deMoor","Sardine","Sardinops sagax","DETMCM","South Africa","Benguela Current",29,2,NA,NA,"MT","MT",1984,1984,0.115659584919536,0.114217303701387,0.184157977231206,NA,NA,NA
"MARAM-SSLOBSTERSASC-1973-2008-Johnston","Southern spiny lobster","Palinurus gilchristi","DETMCM","South Africa South coast","Agulhas Current",30,1,NA,NA,"MT","MT",1973,1973,0.617782506144593,0.634866011875141,0.874150209639173,NA,NA,NA
"NAFO-SC-AMPL3LNO-1955-2007-BAUM","American Plaice","Hippoglossoides platessoides","NAFO","Grand Banks","Newfoundland-Labrador Shelf",9,1,NA,NA,"MT","MT",1960,1960,0.124762864093012,0.125143943331084,0.194153409232913,NA,NA,NA
"NAFO-SC-AMPL3M-1960-2007-BAUM","American Plaice","Hippoglossoides platessoides","NAFO","Flemish Cap","Newfoundland-Labrador Shelf",9,1,NA,NA,"MT","MT",1988,1988,0.0911207377652534,0.0571578298047095,0.215783075374601,NA,NA,NA
"NAFO-SC-COD3M-1959-2008-BAUM","Atlantic cod","Gadus morhua","NAFO","Flemish Cap","Newfoundland-Labrador Shelf",9,1,NA,NA,"MT","MT",1988,1988,144.466440303777,55.6263799231738,379.980592524573,NA,NA,NA
"NAFO-SC-COD3NO-1953-2007-BAUM","Atlantic cod","Gadus morhua","NAFO","Southern Grand Banks","Newfoundland-Labrador Shelf",9,1,NA,NA,"MT","MT",1959,1959,0.329435692373315,0.31064943861643,0.581084406531998,NA,NA,NA
"NAFO-SC-GHAL23KLMNO-1960-2006-PREFONTAINE","Greenland halibut","Reinhardtius hippoglossoides","NAFO","Labrador Shelf - Grand Banks","Newfoundland-Labrador Shelf",9,1,NA,NA,"MT","MT",1975,1975,0.256132140194853,0.234256601862571,0.345583613586833,NA,NA,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM","Redfish species","Redfish species","NAFO","N and SW Grand Banks","Newfoundland-Labrador Shelf",9,1,141900,NA,"MT","no value",1959,NA,0.13017058922577,0.107916666666667,0.347823425615825,NA,NA,NA
"NAFO-SC-REDFISHSPP3M-1985-2006-PREFONTAINE","Redfish species","Redfish species","NAFO","Flemish Cap","Newfoundland-Labrador Shelf",9,1,NA,NA,"MT","MT",1989,1989,0.213430310691231,0.108551582925451,0.450165634629168,NA,NA,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM","Yellowtail Flounder","Limanda ferruginea","NAFO","Grand Banks","Northeast U.S. Continental Shelf",7,NA,73580,NA,"MT","no value",1965,NA,0.261559492603318,0.230463386727689,0.501189318213902,NA,NA,NA
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","Acadian redfish","Sebastes fasciatus","NMFS","Gulf of Maine / Georges Bank","Northeast U.S. Continental Shelf",7,1,NA,271000,"no value","MT",NA,1945,NA,NA,NA,NA,NA,NA
"NEFSC-AMPL5YZ-1960-2008-OBRIEN","American Plaice","Hippoglossoides platessoides","NMFS","Gulf of Maine / Georges Bank","Northeast U.S. Continental Shelf",7,1,NA,22243,"MT","MT",1980,1980,0.311628605450358,0.314470219758411,0.40905497232422,NA,NA,NA
"NEFSC-ATHAL5YZ-1800-2007-COL","Atlantic Halibut","Hippoglossus hippoglossus","NMFS","Gulf of Maine / Georges Bank","Northeast U.S. Continental Shelf",7,1,49000,49000,"MT","no value",1945,NA,0.136536795624501,0.131956862888216,0.230390014705312,NA,NA,NA
"NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","Bluefish","Pomatomus saltatrix","NMFS","Atlantic Coast","Northeast U.S. Continental Shelf",7,1,147052,NA,"MT","MT",1982,1982,0.130050089518972,0.123609382683297,0.193863323878323,NA,NA,NA
"NEFSC-BSBASSMATLC-1968-2007-SHEPHERD","Black sea bass","Centropristis striata","NMFS","Mid-Atlantic Coast","Northeast U.S. Continental Shelf",7,1,12892.3,12537,"MT","MT",1968,1968,0.31161059689828,0.293123695345455,0.462330381659828,NA,NA,NA
"NEFSC-BUTTERGOMCHATT-1965-2005-OVERHOLTZ","Atlantic butterfish","Peprilus triacanthus","NMFS","Gulf of Maine / Cape Hatteras","Northeast U.S. Continental Shelf",7,1,22798,NA,"no value","MT",NA,1968,NA,NA,NA,NA,NA,NA
"NEFSC-CODGB-1960-2008-BAUM","Atlantic cod","Gadus morhua","NMFS","Georges Bank","Northeast U.S. Continental Shelf",7,1,NA,148084,"MT","MT",1978,1978,0.37928094487882,0.374164708495902,0.495007476411312,NA,NA,NA
"NEFSC-CODGOM-1893-2008-BAUM","Atlantic cod","Gadus morhua","NMFS","Gulf of Maine","Northeast U.S. Continental Shelf",7,1,82830,NA,"MT","MT",1982,1982,0.290412322213212,0.317231366900842,0.418577698675741,NA,NA,NA
"NEFSC-HAD5Y-1956-2008-BAUM","Haddock","Melanogrammus aeglefinus","NMFS","Gulf of Maine","Northeast U.S. Continental Shelf",7,1,NA,5900,"MT","MT",1977,1977,0.255579542023106,0.193973941368078,0.484276284771334,NA,NA,NA
"NEFSC-HADGB-1930-2008-BAUM","Haddock","Melanogrammus aeglefinus","NMFS","Georges Bank","Northeast U.S. Continental Shelf",7,1,NA,158873,"MT","MT",1945,1945,7.17917335435112e-05,6.31965686045376e-05,0.000134258499054425,NA,NA,NA
"NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ","Herring","Clupea harengus","NMFS","Northwestern Atlantic Coast","Northeast U.S. Continental Shelf",7,1,NA,629000,"no value","MT",NA,1967,NA,NA,NA,NA,NA,NA
"NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON","Northern shortfin squid","Illex illecebrosus","NMFS",NA,"Northeast U.S. Continental Shelf",7,3,NA,NA,"no value","no value",1967,NA,18743.1972914227,15287.5,48624,NA,NA,NA
"NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ","Mackerel","Scomber scombrus","NMFS","Gulf of Maine / Cape Hatteras","Northeast U.S. Continental Shelf",7,1,NA,644000,"no value","MT",NA,1962,NA,NA,NA,NA,NA,NA
"NEFSC-MONKGOMNGB-1964-2006-RICHARDS","Monkfish","Lophius piscatorius","NMFS","Gulf of Maine / Northern Georges Bank","Northeast U.S. Continental Shelf",7,1,49000,49000,"MT","no value",1980,NA,0.106104467340864,0.0988659519801542,0.170879302561394,NA,NA,NA
"NEFSC-MONKSGBMATL-1964-2006-RICHARDS","Monkfish","Lophius piscatorius","NMFS","Southern Georges Bank / Mid-Atlantic","Northeast U.S. Continental Shelf",7,1,NA,NA,"MT","no value",1980,NA,0.096199524212372,0.0873264848270162,0.176129698791864,NA,NA,NA
"NEFSC-POLL5YZ-1963-2007-MAYO","Pollock","Pollachius virens","NMFS","Gulf of Maine / Georges Bank","Northeast U.S. Continental Shelf",7,1,NA,NA,"relative","no value",1964,NA,8484.79557459296,5474.04245745517,17257.357599405,1501.73373001645,968.857072115959,3054.39957511593
"NEFSC-QUAHATLC-1978-2008-CHUTE","Ocean quahog","Arctica islandica","NMFS","Atlantic Coast","Northeast U.S. Continental Shelf",7,1,NA,NA,"MT","no value",1978,NA,0.00862232384832327,0.00921652267818574,0.0100610104861773,NA,NA,NA
"NEFSC-SCALLGB-1964-2006-HART","Sea scallop","Placopecten magellanicus","NMFS",NA,"Northeast U.S. Continental Shelf",7,1,NA,NA,"no value","no value",1982,NA,0.258525735711728,0.213283650227646,0.486504764622159,NA,NA,NA
"NEFSC-SCALLMATLC-1964-2006-HART","Sea scallop","Placopecten magellanicus","NMFS",NA,"Northeast U.S. Continental Shelf",7,1,NA,NA,"no value","no value",1975,NA,0.322558774690595,0.315890857971233,0.480045763124145,NA,NA,NA
"NEFSC-SCUPNWATLC-1960-2007-TERCEIRO","Scup","Stenotomus chrysops","NMFS","Northwestern Atlantic Coast","Northeast U.S. Continental Shelf",7,1,92044,NA,"no value","MT",NA,1984,NA,NA,NA,NA,NA,NA
"NEFSC-SDOGATLC-1962-2006-SOSEBEE","Spiny dogfish","Squalus acanthias","NMFS","Atlantic Coast","Northeast U.S. Continental Shelf",7,2,NA,NA,"MT","MT",1990,1990,0.0476034996220059,0.0541695905659311,0.0650103959122253,NA,NA,NA
"NEFSC-SFLOUNMATLC-1940-2007-BAUM","Summer flounder","Platichthys flesus","NMFS","Mid-Atlantic Coast","Northeast U.S. Continental Shelf",7,2,NA,60074,"MT","MT",1982,1982,322.880860694126,289.675034669493,402.598331172848,NA,NA,NA
"NEFSC-SHAKEGOMNGB-1955-2005-COL","Silver Hake","Merluccius bilinearis","NMFS","Gulf of Maine / Georges Bank","Northeast U.S. Continental Shelf",7,1,NA,NA,"relative","no value",1963,NA,3566.8924542144,826.570397111913,11075.1554928157,1387.89589658148,321.622722611639,4309.39902444191
"NEFSC-SHAKESGBMATL-1955-2005-COL","Silver Hake","Merluccius bilinearis","NMFS","Southern Georges Bank / Mid-Atlantic","Northeast U.S. Continental Shelf",7,1,NA,NA,"relative","no value",1963,NA,22704.3063937488,11459.2988505747,53931.0175298805,660.200825639685,333.216017754426,1568.21801482642
"NEFSC-STRIPEDBASSGOMCHATT-1982-2006-SHEPHERD","Striped bass","Morone saxatilis","NMFS","Gulf of Maine / Cape Hatteras","Northeast U.S. Continental Shelf",7,NA,NA,NA,"no value","MT",NA,1982,NA,NA,NA,NA,NA,NA
"NEFSC-SURFMATLC-1965-2008-JACOBSON","Atlantic surfclam","Spisula solidissima","NMFS","Mid-Atlantic Coast","Northeast U.S. Continental Shelf",7,NA,9e+05,NA,"MT","no value",1981,NA,0.0246483937291735,0.0247668952007835,0.0285549869393155,NA,NA,NA
"NEFSC-TILEMATLC-1973-2008-NITSCHKE","Tilefish","Lopholatilus chamaeleonticeps","NMFS","Mid-Atlantic Coast","Northeast U.S. Continental Shelf",7,NA,NA,NA,"MT","no value",1973,NA,0.282954475291632,0.297174735249622,0.466503482754747,NA,NA,NA
"NEFSC-WEAKFISHATLC-1981-2008-STANTON","Weakfish","Cynoscion regalis","NMFS","Atlantic Coast","Northeast U.S. Continental Shelf",7,NA,NA,10179,"no value","MT",NA,1981,NA,NA,NA,NA,NA,NA
"NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE","White hake","Urophycis tenuis","NMFS","Gulf of Maine / Georges Bank","Northeast U.S. Continental Shelf",7,NA,NA,56300,"MT","MT",1963,1963,0.172210160732962,0.166687318384827,0.269225938365959,NA,NA,NA
"NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON","Windowpane","Scophthalmus aquosus","NMFS","Gulf of Maine / Georges Bank","Northeast U.S. Continental Shelf",7,NA,NA,NA,"relative","no value",1975,NA,2383.33337605573,1444.21276595745,4141.17976671942,4766.66675211145,2888.42553191489,8282.35953343884
"NEFSC-WINDOWSNEMATL-1975-2007-HENDRICKSON","Windowpane","Scophthalmus aquosus","NMFS","Southern New England /Mid Atlantic","Northeast U.S. Continental Shelf",7,NA,NA,NA,"relative","no value",1975,NA,4649.28190271857,2297.8947368421,10189.0057417671,3162.77680457046,1563.19369853204,6931.29642297082
"NEFSC-WINFLOUN5Z-1982-2007-HENDRICKSON","Winter Flounder","Pseudopleuronectes americanus","NMFS","Georges Bank","Northeast U.S. Continental Shelf",7,NA,NA,16000,"MT","MT",1982,1982,0.253617440723129,0.242828382838284,0.394012430867307,NA,NA,NA
"NEFSC-WINFLOUND5Y-1982-2008-NITSCHKE","Winter Flounder","Pseudopleuronectes americanus","NMFS","Gulf of Maine","Northeast U.S. Continental Shelf",7,NA,NA,NA,"no value","no value",NA,NA,NA,NA,NA,NA,NA,NA
"NEFSC-WINFLOUNSNEMATL-1940-2007-TERCEIRO","Winter Flounder","Pseudopleuronectes americanus","NMFS","Southern New England /Mid Atlantic","Northeast U.S. Continental Shelf",7,NA,NA,38761,"MT","MT",1981,1981,0.434986906479238,0.442109178833814,0.575031697857728,NA,NA,NA
"NEFSC-WITFLOUN5Y-1982-2008-WIGLEY","Witch Flounder","Platichthys flesus","NMFS","Gulf of Maine","Northeast U.S. Continental Shelf",7,NA,NA,11447,"no value","MT",NA,1982,NA,NA,NA,NA,NA,NA
"NEFSC-YELLCCODGOM-1935-2008-LEGAULT","Yellowtail flounder","Limanda ferruginea","NMFS","Cape Cod / Gulf of Maine","Northeast U.S. Continental Shelf",7,1,NA,7790,"MT","MT",1985,1985,197.600212883494,195.989499308287,284.663017712091,NA,NA,NA
"NEFSC-YELLGB-1935-2008-BAUM","Yellowtail flounder","Limanda ferruginea","NMFS","Georges Bank","Northeast U.S. Continental Shelf",7,NA,NA,43200,"MT","MT",1973,1973,0.471977729108579,0.498474834773767,0.684972962689296,NA,NA,NA
"NEFSC-YELLSNEMATL-1935-2008-BAUM","Yellowtail Flounder","Limanda ferruginea","NMFS","Southern New England /Mid Atlantic","Northeast U.S. Continental Shelf",7,NA,NA,27400,"MT","MT",1973,1973,236.197261957275,234.918803967492,423.130258221636,NA,NA,NA
"NIWA-AUSSALMONNZ-1975-2006-JENSEN","Australian salmon","Arripis trutta","MFish","New Zealand","New Zealand Shelf",46,1,NA,12280.72932,"MT","MT",1975,1975,0.102880427904263,0.11247011356844,0.146466977415966,NA,NA,NA
"NIWA-OROUGHYNZMEC-1981-2004-JENSEN","Orange roughy","Hoplostethus atlanticus","MFish","New Zealand Mid East Coast","New Zealand Shelf",46,1,NA,20213.00407,"MT","MT",1981,1981,0.0288500897543959,0.0256617293960807,0.0564253283044069,NA,NA,NA
"NMFS-MENATLAN-1940-2005-STANTON","Atlantic menhaden","Brevoortia tyrannus","NMFS","Atlantic","Northeast U.S. Continental Shelf",7,3,NA,NA,"MT","no value",1955,NA,0.345937832837344,0.333044713250275,0.466872558525448,NA,NA,NA
"NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH","Arrowtooth flounder","Reinhardtius stomias","NMFS","Pacific Coast","California Current",3,2,NA,16593,"MT","MT",1945,1945,0.0462474624637797,0.0497170072841197,0.0746846577775473,NA,NA,NA
"NWFSC-BGROCKPCOAST-1950-2005-STANTON","Blackgill rockfish","Sebastes melanostomus","NMFS","Pacific Coast","California Current",3,1,NA,3799,"MT","MT",1950,1950,0.0262677208549025,0.0240077642131072,0.0516898379217181,0.905783477755257,0.827853938383007,1.78240820419717
"NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","Black rockfish","Sebastes melanops","NMFS","Northern Pacific Coast","California Current",3,1,NA,698.62,"MT","MT",1945,1945,0.0325048598463249,0.0257283055774635,0.0763034280864728,NA,NA,NA
